date,success,load_time_s,total_pixels,valid_pixels,fraction_valid,mean_NO2
2017-12-17,True,0.2075183391571045,770,0,0.0,
2017-12-18,True,0.21722698211669922,770,0,0.0,
2017-12-19,True,0.21505212783813477,770,0,0.0,
2017-12-20,True,0.23154592514038086,770,0,0.0,
2017-12-21,True,0.32416605949401855,770,0,0.0,
2017-12-22,True,0.2068769931793213,770,0,0.0,
2017-12-23,True,0.23546171188354492,770,0,0.0,
2017-12-24,True,0.26387810707092285,770,0,0.0,
2017-12-25,True,0.21995806694030762,770,0,0.0,
2017-12-26,True,0.2328319549560547,770,0,0.0,
2017-12-27,True,0.2005000114440918,770,0,0.0,
2017-12-28,True,0.27840495109558105,770,0,0.0,
2017-12-29,True,0.20446419715881348,770,0,0.0,
2017-12-30,True,0.19663262367248535,770,0,0.0,
2017-12-31,True,0.2426011562347412,770,0,0.0,
2018-01-01,True,0.38683509826660156,770,0,0.0,
2018-01-02,True,0.2711141109466553,770,0,0.0,
2018-01-03,True,0.21800804138183594,770,0,0.0,
2018-01-04,True,0.30571508407592773,770,0,0.0,
2018-01-05,True,0.22402024269104004,770,0,0.0,
2018-01-06,True,0.2262580394744873,770,0,0.0,
2018-01-07,True,0.2686798572540283,770,0,0.0,
2018-01-08,True,0.295184850692749,770,0,0.0,
2018-01-09,True,0.2718620300292969,770,0,0.0,
2018-01-10,True,0.33931994438171387,770,0,0.0,
2018-01-11,True,0.26617908477783203,770,0,0.0,
2018-01-12,True,0.3096659183502197,770,0,0.0,
2018-01-13,True,0.25102710723876953,770,0,0.0,
2018-01-14,True,0.2534821033477783,770,0,0.0,
2018-01-15,True,0.2233598232269287,770,0,0.0,
2018-01-16,True,0.22083115577697754,770,0,0.0,
2018-01-17,True,0.2562291622161865,770,0,0.0,
2018-01-18,True,0.22510790824890137,770,0,0.0,
2018-01-19,True,0.24934172630310059,770,0,0.0,
2018-01-20,True,0.31024932861328125,770,0,0.0,
2018-01-21,True,0.22109675407409668,770,0,0.0,
2018-01-22,True,0.2668752670288086,770,0,0.0,
2018-01-23,True,0.31080079078674316,770,0,0.0,
2018-01-24,True,0.26150083541870117,770,0,0.0,
2018-01-25,True,0.2149207592010498,770,0,0.0,
2018-01-26,True,0.31756114959716797,770,0,0.0,
2018-01-27,True,0.2515997886657715,770,0,0.0,
2018-01-28,True,0.23754096031188965,770,0,0.0,
2018-01-29,True,0.24530792236328125,770,0,0.0,
2018-01-30,True,0.2347240447998047,770,0,0.0,
2018-01-31,True,0.2371208667755127,770,0,0.0,
2018-02-01,True,0.2746858596801758,770,0,0.0,
2018-02-02,True,0.22014522552490234,770,0,0.0,
2018-02-03,True,0.257580041885376,770,0,0.0,
2018-02-04,True,0.2804691791534424,770,0,0.0,
2018-02-05,True,0.27902793884277344,770,0,0.0,
2018-02-06,True,0.24918770790100098,770,0,0.0,
2018-02-07,True,0.221635103225708,770,0,0.0,
2018-02-08,True,0.3518180847167969,770,0,0.0,
2018-02-09,True,0.40483689308166504,770,0,0.0,
2018-02-10,True,0.27678823471069336,770,0,0.0,
2018-02-11,True,0.2288057804107666,770,0,0.0,
2018-02-12,True,0.21519017219543457,770,0,0.0,
2018-02-13,True,0.2654280662536621,770,0,0.0,
2018-02-14,True,0.23058009147644043,770,0,0.0,
2018-02-15,True,0.2503840923309326,770,0,0.0,
2018-02-16,True,0.2477271556854248,770,0,0.0,
2018-02-17,True,0.32640981674194336,770,0,0.0,
2018-02-18,True,0.29003190994262695,770,0,0.0,
2018-02-19,True,0.24512696266174316,770,0,0.0,
2018-02-20,True,0.20931196212768555,770,0,0.0,
2018-02-21,True,0.24758505821228027,770,0,0.0,
2018-02-22,True,0.36966705322265625,770,0,0.0,
2018-02-23,True,0.2249898910522461,770,0,0.0,
2018-02-24,True,0.21727490425109863,770,0,0.0,
2018-02-25,True,0.2431166172027588,770,0,0.0,
2018-02-26,True,0.2153620719909668,770,0,0.0,
2018-02-27,True,0.4005308151245117,770,0,0.0,
2018-02-28,True,0.21939587593078613,770,0,0.0,
2018-03-01,True,0.23485183715820312,770,0,0.0,
2018-03-02,True,0.2417910099029541,770,0,0.0,
2018-03-03,True,0.2522151470184326,770,0,0.0,
2018-03-04,True,0.25957608222961426,770,0,0.0,
2018-03-05,True,0.250730037689209,770,0,0.0,
2018-03-06,True,0.26456522941589355,770,0,0.0,
2018-03-07,True,0.23827815055847168,770,0,0.0,
2018-03-08,True,0.22181105613708496,770,0,0.0,
2018-03-09,True,0.20119595527648926,770,0,0.0,
2018-03-10,True,0.20735907554626465,770,0,0.0,
2018-03-11,True,0.25684618949890137,770,0,0.0,
2018-03-12,True,0.3103969097137451,770,0,0.0,
2018-03-13,True,0.247298002243042,770,0,0.0,
2018-03-14,True,0.2441551685333252,770,0,0.0,
2018-03-15,True,0.2799398899078369,770,0,0.0,
2018-03-16,True,0.28932690620422363,770,0,0.0,
2018-03-17,True,0.2583439350128174,770,0,0.0,
2018-03-18,True,0.24940109252929688,770,0,0.0,
2018-03-19,True,0.22203493118286133,770,0,0.0,
2018-03-20,True,0.2667508125305176,770,0,0.0,
2018-03-21,True,0.23303723335266113,770,0,0.0,
2018-03-22,True,0.25055527687072754,770,0,0.0,
2018-03-23,True,0.23993515968322754,770,0,0.0,
2018-03-24,True,0.21944499015808105,770,0,0.0,
2018-03-25,True,0.23033380508422852,770,0,0.0,
2018-03-26,True,0.2557201385498047,770,0,0.0,
2018-03-27,True,0.23624491691589355,770,0,0.0,
2018-03-28,True,0.22275519371032715,770,0,0.0,
2018-03-29,True,0.33090829849243164,770,0,0.0,
2018-03-30,True,0.2344200611114502,770,0,0.0,
2018-03-31,True,0.227586030960083,770,0,0.0,
2018-04-01,True,0.22580814361572266,770,0,0.0,
2018-04-02,True,0.24848699569702148,770,0,0.0,
2018-04-03,True,0.22316813468933105,770,0,0.0,
2018-04-04,True,0.24694395065307617,770,0,0.0,
